date,Value,anomaly_kmeans,rolling_mean,rolling_std,z_score,anomaly_if,anomaly_svm,diff,diff_abs,anomaly_lof,cumsum,cumprod,common_anomaly,anomaly_count
2017-01-05,74.94444444444444,0,83.36531986531986,11.016846850734124,-0.49783036846956824,1,1,,4.37373737373737,1,74.94444444444444,75.94444444444444,False,0
2017-01-06,79.31818181818181,0,83.36531986531986,11.016846850734124,0.5839277381581802,1,1,4.37373737373737,4.37373737373737,1,154.26262626262627,6099.719696969696,False,0
2017-01-07,95.83333333333331,1,83.36531986531986,11.016846850734124,1.585927861332754,-1,-1,16.5151515151515,16.5151515151515,-1,250.09595959595958,590656.1906565655,True,4
2017-01-08,83.52631578947368,0,86.22594364699626,8.58216466393745,0.2844035895957959,1,1,-12.30701754385963,12.30701754385963,1,333.6222753854333,49925991.69444443,False,0
2017-01-09,80.80952380952381,0,86.72305764411027,8.005815512227107,-0.26367720716680526,1,1,-2.7167919799498748,2.7167919799498748,1,414.4317991949571,4084421606.24074,False,0
2017-01-10,71.94444444444444,0,78.76009468114731,6.056818948704077,-1.1882465588944817,1,1,-8.865079365079367,8.865079365079367,1,486.37624363940154,297935864944.1162,False,0
2017-01-11,72.11111111111111,0,74.95502645502646,5.070828226217753,-0.8875399550466283,1,1,0.1666666666666714,0.1666666666666714,1,558.4873547505126,21782422125914.273,False,0
2017-01-12,74.57894736842105,0,72.87816764132553,1.4752739421946708,-0.38149928244142184,1,1,2.4678362573099406,2.4678362573099406,1,633.0663021189337,1646292535411205.2,False,0
2017-01-13,67.05882352941177,0,71.24962733631465,3.8333642351317136,-1.2469042070768384,1,1,-7.520123839009287,7.520123839009287,1,700.1251256483454,1.1204473314533909e+17,False,0
2017-01-14,74.28,0,71.97259029927761,4.25807119289352,0.7588341459134107,1,1,7.221176470588233,7.221176470588233,1,774.4051256483453,8.434727511181127e+18,False,0
2017-01-15,72.56521739130434,0,71.30134697357204,3.772846899816933,0.14772424296030795,1,1,-1.714782608695657,1.714782608695657,1,846.9703430396497,6.205025629964551e+20,False,0
2017-01-16,78.45,0,75.09840579710145,3.0265504496784263,1.2229111633892553,1,1,5.884782608695659,5.884782608695659,1,925.4203430396498,4.929892863006835e+22,False,0
2017-01-17,84.44444444444444,0,78.48655394524961,5.939697886946696,1.3936925263797266,1,1,5.99444444444444,5.99444444444444,1,1009.8647874840942,4.212319568502507e+24,False,0
2017-01-18,78.33333333333333,0,80.40925925925926,3.495059711482986,0.15639719185750828,1,1,-6.111111111111114,6.111111111111114,1,1088.1981208174275,3.341773524345322e+26,False,0
2017-01-19,75.14285714285714,0,79.3068783068783,4.726597501786964,-0.5938225706483733,1,1,-3.19047619047619,3.19047619047619,1,1163.3409779602846,2.544521840680081e+28,False,0
2017-01-20,66.47368421052632,0,73.31662489557226,6.137113531196211,-1.5367201587049912,1,1,-8.669172932330824,8.669172932330824,1,1229.8146621708108,1.7168826314483494e+30,False,0
2017-01-21,70.8695652173913,0,70.82870219025826,4.334730922779874,-0.6068464947028327,1,1,4.3958810068649825,4.3958810068649825,1,1300.684227388202,1.2339160825148354e+32,False,0
2017-01-22,76.24,0,71.19441647597255,4.891255184518789,0.5968248711459299,1,1,5.370434782608697,5.370434782608697,1,1376.924227388202,9.530767821344588e+33,False,0
2017-01-23,76.0,0,74.36985507246378,3.03371419256039,0.7240215671806783,1,1,-0.23999999999999488,0.23999999999999488,1,1452.924227388202,7.338691222435332e+35,False,0
2017-01-24,68.1304347826087,0,73.4568115942029,4.614338246630406,-0.7643348165422671,1,1,-7.8695652173912976,7.8695652173912976,1,1521.0546621708108,5.073269149422687e+37,False,0
2017-01-25,69.96,0,71.36347826086956,4.1182311250394505,-0.6199486278907886,1,1,1.8295652173912913,1.8295652173912913,1,1591.0146621708109,3.5999917884303385e+39,False,0
2017-01-26,91.64285714285714,1,76.57776397515528,13.078784398208613,1.6481181661991293,1,1,21.682857142857145,21.682857142857145,-1,1682.657519313668,3.3351352497101063e+41,False,2
2017-01-27,77.04166666666667,0,79.5481746031746,11.056604813242666,0.05258235745361968,1,1,-14.601190476190467,14.601190476190467,1,1759.6991859803347,2.6027951344612625e+43,False,0
2017-01-28,82.77272727272727,0,83.81908369408369,7.3566185949038125,0.504401957220188,1,1,5.731060606060595,5.731060606060595,1,1842.471913253062,2.1804324694600485e+45,False,0
2017-01-29,81.77777777777777,0,80.5307239057239,3.0622902274994277,0.1429293650657177,1,1,-0.9949494949494948,0.9949494949494948,1,1924.2496910308398,1.8049135441641512e+47,False,0
2017-01-30,77.55555555555556,0,80.7020202020202,2.7699568503794665,-0.7840344002418275,1,1,-4.222222222222214,4.222222222222214,1,2001.8052465863955,1.4178598619156167e+49,False,0
2017-01-31,76.0,0,78.44444444444444,2.989694232683046,-0.9979083582065071,1,1,-1.5555555555555571,1.5555555555555571,1,2077.8052465863957,1.0917520936750248e+51,False,0
2017-02-01,78.625,0,77.39351851851852,1.3199803979714018,-0.25271777865359457,1,1,2.625,2.625,1,2156.4302465863957,8.693076045887385e+52,False,0
2017-02-02,66.54545454545455,0,73.72348484848486,6.353404246812536,-1.6631709584485304,1,1,-12.079545454545453,12.079545454545453,1,2222.97570113185,5.871777729176661e+54,False,0
2017-02-03,78.18181818181819,0,74.45075757575758,6.849778429385881,0.5557685933703863,1,1,11.63636363636364,11.63636363636364,1,2301.157519313668,4.649380365557156e+56,False,0
2017-02-04,77.6,0,74.10909090909091,6.556757916849219,0.4381103696701978,1,1,-0.5818181818181927,0.5818181818181927,1,2378.757519313668,3.6544129673279247e+58,False,0
2017-02-05,77.63157894736842,0,77.80446570972886,0.3271780457535435,0.3722105902430386,1,1,0.03157894736843048,0.03157894736843048,1,2456.3890982610365,2.8735226174673262e+60,False,0
2017-02-06,69.66666666666667,0,74.96608187134503,4.589455353433686,-0.7841881962551536,1,1,-7.964912280701753,7.964912280701753,1,2526.055764927703,2.0306226496769106e+62,False,0
2017-02-07,63.75,0,70.34941520467838,6.965929061699015,-1.495098906127356,1,1,-5.916666666666671,5.916666666666671,1,2589.805764927703,1.3148281656657996e+64,False,0
2017-02-08,68.4,0,67.27222222222223,3.1153889240586885,-0.49511950285231726,1,1,4.650000000000006,4.650000000000006,1,2658.205764927703,9.12490746972065e+65,False,0
2017-02-09,68.375,0,66.84166666666665,2.6774910519612787,-0.2359704595323286,1,1,-0.025000000000005684,0.025000000000005684,1,2726.580764927703,6.330404557118701e+67,False,0
2017-02-10,71.77777777777777,0,69.51759259259258,1.957417700312682,1.1499459441469269,1,1,3.4027777777777715,3.4027777777777715,1,2798.358542705481,4.607127761014166e+69,False,0
2017-02-11,64.0,0,68.05092592592592,3.8990030513245375,-0.9625233761914082,1,1,-7.7777777777777715,7.7777777777777715,1,2862.358542705481,2.994633044659208e+71,False,0
2017-02-12,70.375,0,68.7175925925926,4.145323422330227,0.6093239450147003,1,1,6.375,6.375,1,2932.733542705481,2.1374193356255096e+73,False,0
2017-02-13,67.0,0,67.125,3.1893377055431644,-0.4316857236867701,1,1,-3.375,3.375,1,2999.733542705481,1.4534451482253464e+75,False,0
2017-02-14,65.5,0,67.625,2.4968730444296443,-0.6819068772524699,1,1,-1.5,1.5,1,3065.233542705481,9.665410235698554e+76,False,0
2017-02-15,67.71428571428571,0,66.73809523809524,1.1301375510764426,0.33129145037877944,1,1,2.214285714285708,2.214285714285708,1,3132.9478284197667,6.64151760481572e+78,False,0
2017-02-16,56.75,0,63.32142857142858,5.797716827179673,-1.6818372035259088,1,-1,-10.964285714285708,10.964285714285708,1,3189.6978284197667,3.8354764167810784e+80,False,1
2017-02-17,64.4,0,62.9547619047619,5.623204172895297,0.028904286029901846,1,1,7.650000000000006,7.650000000000006,1,3254.0978284197668,2.5084015765748255e+82,False,0
2017-02-18,70.75,0,63.96666666666667,7.01005230603399,1.096620006156224,1,1,6.349999999999994,6.349999999999994,1,3324.8478284197668,1.7997781311924372e+84,False,0
2017-02-19,66.0909090909091,0,67.08030303030303,3.2885863643032693,0.1811800999028317,1,1,-4.6590909090909065,4.6590909090909065,1,3390.9387375106758,1.2074875098363806e+86,False,0
2017-02-20,60.125,0,65.65530303030303,5.325877461041214,-0.6469175451712195,1,1,-5.9659090909090935,5.9659090909090935,1,3451.0637375106758,7.380767403874877e+87,False,0
2017-02-21,69.41666666666667,0,65.21085858585859,4.707933095286095,0.772743499282366,1,1,9.291666666666671,9.291666666666671,1,3520.4804041773423,5.19729038022856e+89,False,0
2017-02-22,57.125,0,62.22222222222223,6.408589794030141,-1.2848228350965138,1,-1,-12.291666666666671,12.291666666666671,1,3577.6054041773423,3.0209250335078503e+91,False,1
2017-02-23,42.875,0,56.47222222222223,13.282868910046519,-1.5794093116004746,1,-1,-14.25,14.25,1,3620.4804041773423,1.3254308584515692e+93,False,1
2017-02-24,40.375,0,46.791666666666664,9.035808394013877,-1.1163753764534208,1,1,-2.5,2.5,1,3660.8554041773423,5.483970176843368e+94,False,0
2017-02-25,50.42857142857143,0,44.55952380952382,5.234194299601862,-0.1377092154013177,1,1,10.05357142857143,10.05357142857143,1,3711.283975605914,2.8203275195194463e+96,False,0
2017-02-26,59.0,0,49.93452380952382,9.322323666201124,1.0894900770636324,1,1,8.57142857142857,8.57142857142857,1,3770.283975605914,1.692196511711668e+98,False,0
2017-02-27,58.375,0,55.93452380952382,4.7785238270814725,0.9514790705193422,1,1,-0.625,0.625,1,3828.658975605914,1.0047416788288029e+100,False,0
2017-02-28,51.66666666666666,0,56.34722222222222,4.065508145543499,-0.040107934840862676,1,1,-6.708333333333343,6.708333333333343,1,3880.3256422725804,5.2916395084983606e+101,False,0
2017-03-01,47.92307692307692,1,52.65491452991453,5.295578285786038,-1.122912453948119,1,1,-3.7435897435897374,3.7435897435897374,1,3928.2487191956575,2.5888328672345825e+103,False,1
2017-03-02,54.25,0,51.27991452991453,3.181143161944451,0.0015182363396844987,1,-1,6.32692307692308,6.32692307692308,1,3982.4987191956575,1.4303301591471067e+105,False,1
2017-03-03,42.5,0,48.22435897435897,5.880791031469925,-1.3922577841736514,1,-1,-11.75,11.75,1,4024.9987191956575,6.221936192289914e+106,False,1
2017-03-04,43.125,0,46.625,6.61083391108856,-0.9241565032671849,1,-1,0.625,0.625,1,4068.1237191956575,2.7454293448479246e+108,False,1
2017-03-05,41.25,0,42.291666666666664,0.9547032697815293,-0.851641365869931,1,-1,-1.875,1.875,1,4109.373719195657,1.1599438981982482e+110,False,1
2017-03-06,42.44444444444444,0,42.273148148148145,0.9491644040111441,-0.42231415673607375,1,-1,1.1944444444444429,1.1944444444444429,1,4151.818163640101,5.039311824394611e+111,False,1
2017-03-07,41.5,0,41.73148148148148,0.6299699515975972,-0.8586241410482076,1,-1,-0.9444444444444429,0.9444444444444429,1,4193.318163640101,2.14170752536771e+113,False,1
2017-03-08,52.72727272727273,0,45.55723905723906,6.227361475715153,1.76706792583805,1,-1,11.227272727272727,11.227272727272727,1,4246.045436367374,1.1506810431748333e+115,False,1
2017-03-09,69.07142857142857,0,54.43290043290043,13.86462378753925,1.6404710371045121,-1,1,16.344155844155843,16.344155844155843,1,4315.116864938803,8.062986452532224e+116,False,1
2017-03-10,67.75,0,63.18290043290043,9.078912732610842,0.9829671009993876,1,1,-1.3214285714285694,1.3214285714285694,1,4382.866864938803,5.543303186115904e+118,False,0
2017-03-11,60.4,0,65.74047619047619,4.6719436879235205,0.1845449733965946,1,1,-7.350000000000001,7.350000000000001,1,4443.266864938802,3.4035881562751645e+120,False,0
2017-03-12,56.625,0,61.59166666666666,5.65742506210487,-0.6663119315511145,1,-1,-3.7749999999999986,3.7749999999999986,1,4499.891864938802,1.9613176750535636e+122,False,1
2017-03-13,49.333333333333336,0,55.452777777777776,5.6256872008209005,-1.3869039209309413,1,1,-7.291666666666664,7.291666666666664,1,4549.2251982721355,9.871965631102937e+123,False,0
2017-03-14,56.333333333333336,0,54.09722222222222,4.128225450525799,-0.2612117661193531,1,-1,7.0,7.0,1,4605.5585316054685,5.659926961832351e+125,False,1
2017-03-15,54.75,0,53.47222222222222,3.670767908358628,-0.18378151690837027,1,-1,-1.5833333333333357,1.5833333333333357,1,4660.3085316054685,3.1554092812215353e+127,False,1
2017-03-16,49.2,0,53.42777777777778,3.7459731465686392,-1.0928443870105313,1,1,-5.549999999999997,5.549999999999997,1,4709.508531605468,1.5840154591732107e+129,False,0
2017-03-17,59.7,0,54.54999999999999,5.252856365825985,1.2796097844838723,1,1,10.5,10.5,1,4769.208531605468,9.61497383718139e+130,False,0
2017-03-18,46.30769230769231,1,51.735897435897435,7.04709572699299,-1.2799250416083023,1,1,-13.392307692307696,13.392307692307696,1,4815.5162239131605,4.548622238358888e+132,False,1
2017-03-19,52.27777777777778,0,52.76182336182336,6.709262360866135,-0.03286415428097528,1,1,5.970085470085472,5.970085470085472,1,4867.794001690938,2.42340484810343e+134,False,0
2017-03-20,54.66666666666666,0,51.084045584045576,4.3054454469033345,0.434827637402728,1,-1,2.3888888888888786,2.3888888888888786,1,4922.460668357605,1.3490286987775757e+136,False,1
2017-03-21,49.0,0,51.981481481481474,2.8449290675121253,-0.6551673648137766,1,1,-5.666666666666657,5.666666666666657,1,4971.460668357605,6.745143493887878e+137,False,0
2017-03-22,45.0,0,49.55555555555554,4.8572206654208125,-1.1032598034170131,1,-1,-4.0,4.0,1,5016.460668357605,3.102766007188424e+139,False,1
2017-03-23,49.75,0,47.916666666666664,2.5535922410071237,-0.10690449676496822,1,1,4.75,4.75,1,5066.210668357605,1.574653748648125e+141,False,0
2017-03-24,37.66666666666666,0,44.13888888888888,6.0875175868632105,-1.5042790202017837,1,1,-12.083333333333343,12.083333333333343,1,5103.877335024272,6.088661161439416e+142,False,0
2017-03-25,39.375,0,42.26388888888888,6.5391891982392485,-0.8717205252836664,1,1,1.7083333333333428,1.7083333333333428,1,5143.252335024272,2.458296943931164e+144,False,0
2017-03-26,37.1,0,38.04722222222222,1.1842817013475286,-0.8595491952200732,1,1,-2.2749999999999986,2.2749999999999986,1,5180.352335024272,9.366111356377735e+145,False,0
2017-03-27,38.625,0,38.36666666666667,1.1592921690979285,-0.3582957355831532,1,1,1.5249999999999986,1.5249999999999986,1,5218.977335024272,3.711321624964678e+147,False,0
2017-03-28,40.66666666666666,0,38.79722222222222,1.7895594843834002,1.4039449310499126,1,-1,2.041666666666657,2.041666666666657,1,5259.644001690939,1.5463840104019487e+149,False,1
2017-03-29,34.5,0,37.93055555555555,3.141438246927302,-1.5002807250477883,1,1,-6.166666666666657,6.166666666666657,1,5294.144001690939,5.489663236926918e+150,False,0
2017-03-30,36.85714285714285,0,37.34126984126983,3.1117083165060286,-0.30333795533601304,1,1,2.357142857142847,2.357142857142847,1,5331.001144548082,2.0782296539794754e+152,False,0
2017-03-31,37.625,0,36.32738095238094,1.6284630811907168,-0.013113854732337123,1,1,0.767857142857153,0.767857142857153,1,5368.626144548082,8.027162038495724e+153,False,0
2017-04-01,35.125,0,36.53571428571428,1.2806198674456077,-0.7531276292520718,1,1,-2.5,2.5,1,5403.751144548082,2.89981228640658e+155,False,0
2017-04-02,33.75,0,35.49999999999999,1.9645292056873196,-1.1223370322984294,1,1,-1.375,1.375,1,5437.501144548082,1.0076847695262866e+157,False,0
2017-04-03,29.75,0,32.87499999999999,2.7922884879608074,-1.5648546843025075,1,1,-4.0,4.0,1,5467.251144548082,3.0986306662933314e+158,False,0
2017-04-04,31.866666666666667,0,31.78888888888888,2.0011339378051356,-0.5825456460529758,1,1,2.116666666666667,2.116666666666667,1,5499.117811214749,1.0184166123217416e+160,False,0
2017-04-05,46.0,0,35.87222222222221,8.834533461450013,1.6946610364667758,1,1,14.133333333333333,14.133333333333333,1,5545.117811214749,4.786558077912185e+161,False,0
2017-04-06,26.0,0,34.62222222222221,10.280798354933983,-0.9870804005269751,1,1,-20.0,20.0,1,5571.117811214749,1.29237068103629e+163,False,0
2017-04-07,29.875,0,33.95833333333332,10.606847238144416,-0.3651321701501753,1,1,3.875,3.875,1,5600.992811214749,3.990194477699545e+164,False,0
2017-04-08,29.375,0,28.41666666666666,2.1077733116566084,-0.41806982901785217,1,1,-0.5,0.5,1,5630.367811214749,1.2120215726012368e+166,False,0
2017-04-09,21.125,0,26.79166666666666,4.913840995935041,-0.9994945782933364,1,1,-8.25,8.25,1,5651.492811214749,2.6815977293802363e+167,False,0
2017-04-10,19.428571428571427,1,23.309523809523807,5.320899222632724,-1.2095608730405605,1,1,-1.696428571428573,1.696428571428573,1,5670.921382643321,5.478121075733911e+168,False,1
2017-04-11,17.75,1,19.434523809523807,1.6875078735009845,-1.008808443085408,1,1,-1.678571428571427,1.678571428571427,1,5688.671382643321,1.0271477017001082e+170,False,1
2017-04-12,26.0,0,21.059523809523807,4.360118031854096,0.6765282081915632,1,1,8.25,8.25,1,5714.671382643321,2.7732987945902923e+171,False,0
2017-04-13,29.11111111111111,0,24.287037037037027,5.871064043605194,1.3576221566581064,1,1,3.1111111111111107,3.1111111111111107,1,5743.782493754432,8.35071081482188e+172,False,0
2017-04-14,37.625,0,30.912037037037027,6.018110741171404,1.4550750547253664,1,1,8.51388888888889,8.51388888888889,1,5781.407493754432,3.225462052224951e+174,False,0
2017-04-15,30.444444444444443,0,32.39351851851851,4.579382416085789,0.3126190172978398,1,1,-7.180555555555557,7.180555555555557,1,5811.851938198876,1.0142286230885122e+176,False,0
2017-04-16,34.25,0,34.106481481481474,3.592428523362958,0.6098902447245312,1,1,3.805555555555557,3.805555555555557,1,5846.101938198876,3.5751558963870057e+177,False,0
2017-04-17,38.44444444444444,0,34.37962962962962,4.001575049984312,1.0722664285638235,1,1,4.194444444444443,4.194444444444443,1,5884.546382643321,1.4102003813526522e+179,False,0
2017-04-18,27.33333333333333,0,33.34259259259259,5.6108589969028895,-1.3302745831720033,1,1,-11.111111111111114,11.111111111111114,1,5911.879715976654,3.9955677471658475e+180,False,0
2017-04-19,24.125,0,29.96759259259259,7.514393766840149,-1.2059683815395943,1,1,-3.2083333333333286,3.2083333333333286,1,5936.004715976654,1.0038863964754192e+182,False,0
2017-04-20,27.5,0,26.31944444444444,1.90227081648691,-0.4841890574285644,1,1,3.375,3.375,1,5963.504715976654,2.8610762299549447e+183,False,0
2017-04-21,39.375,0,30.33333333333333,8.010084789397167,1.1401557096731927,1,1,11.875,11.875,1,6002.879715976654,1.1551595278443089e+185,False,0
2017-04-22,40.9,0,35.92499999999999,7.335998568702051,1.1748502056975274,1,-1,1.5249999999999986,1.5249999999999986,1,6043.779715976653,4.8401184216676545e+186,False,1
2017-04-23,27.5,0,35.92499999999999,7.335998568702051,-0.5701739787909066,1,1,-13.399999999999999,13.399999999999999,1,6071.279715976653,1.3794337501752816e+188,False,0
2017-04-24,27.142857142857142,0,31.847619047619045,7.841625369486396,-0.7619427940913365,1,1,-0.35714285714285765,0.35714285714285765,1,6098.42257311951,3.8821206969218635e+189,False,0
